8	2097152	0.000000023203	0.000000023632	0.000000024038	0.000000023842	0.000000023241	0.000000023776	
16	1048576	0.000000025321	0.000000025150	0.000000025727	0.000000023961	0.000000023960	0.000000024965	
32	524288	0.000000027710	0.000000027176	0.000000026110	0.000000025583	0.000000025803	0.000000026539	
64	262144	0.000000040858	0.000000031009	0.000000030310	0.000000033375	0.000000032347	0.000000033787	
128	131072	0.000000066930	0.000000037498	0.000000038465	0.000000048353	0.000000044849	0.000000046245	
256	65536	0.000000116553	0.000000057574	0.000000057116	0.000000083876	0.000000072410	0.000000073422	
512	32768	0.000000216177	0.000000088537	0.000000090888	0.000000143944	0.000000134368	0.000000121745	
1024	16384	0.000000451668	0.000000519907	0.000000536241	0.000000809376	0.000000720560	0.000000694832	
2048	8192	0.000000800165	0.000000293687	0.000000293033	0.000000507614	0.000000455317	0.000000430666	
4096	4096	0.000001593842	0.000000543492	0.000000546658	0.000000996421	0.000000890181	0.000000842910	
8192	2048	0.000003276083	0.000001034868	0.000001030757	0.000001977255	0.000001768750	0.000001660928	
16384	1024	0.000006360916	0.000002005845	0.000002001890	0.000003900191	0.000003504228	0.000003277901	
32768	512	0.000012731436	0.000003953602	0.000003966664	0.000007784436	0.000006963982	0.000006516787	
65536	256	0.000025295840	0.000007855773	0.000007917043	0.000015749094	0.000013886539	0.000013085258	
131072	128	0.000050629422	0.000015699625	0.000015817750	0.000031249844	0.000027902617	0.000026089438	
262144	64	0.000100877500	0.000031616375	0.000031783891	0.000062528750	0.000055733437	0.000052715687	
524288	32	0.000205755031	0.000071288844	0.000070265656	0.000128424812	0.000119083875	0.000111108094	
1048576	16	0.000457643875	0.000232229250	0.000226808937	0.000295474188	0.000286918312	0.000262107875	
2097152	8	0.000846610500	0.000588463500	0.000629506500	0.000586497750	0.000526005500	0.000545697875	
4194304	4	0.001698986750	0.001504483000	0.001544501750	0.001160096750	0.001137527500	0.001018835250	
8388608	2	0.003397763500	0.003308445000	0.003478081000	0.002301293500	0.002107703500	0.002073916500	
