1024	16384	0.000003534999	0.000003641069	0.000003764553	0.000002193301	0.000001704996	0.000001482479	
1048576	16	0.003365957500	0.003893178750	0.003889631250	0.002101994375	0.001528597500	0.001292880000	
128	131072	0.000000668509	0.000000704339	0.000000712042	0.000000496915	0.000000427200	0.000000408503	
131072	128	0.000420328906	0.000445883125	0.000443657344	0.000262364766	0.000190380313	0.000161993125	
16	1048576	0.000000295314	0.000000305355	0.000000310217	0.000000277043	0.000000274083	0.000000269215	
16384	1024	0.000052639121	0.000054308604	0.000054191201	0.000031740869	0.000024069111	0.000020588945	
2048	8192	0.000006815780	0.000007043776	0.000007056105	0.000004141162	0.000003168578	0.000002716559	
2097152	8	0.006787066250	0.007895242500	0.007866430000	0.004262626250	0.003070501250	0.002625528750	
256	65536	0.000001083509	0.000001136477	0.000001148860	0.000000744988	0.000000622462	0.000000561734	
262144	64	0.000837718437	0.000920696250	0.000921833906	0.000523046875	0.000381293437	0.000323660625	
32	524288	0.000000349405	0.000000358519	0.000000363010	0.000000309193	0.000000294029	0.000000290393	
32768	512	0.000104782637	0.000108488281	0.000108154551	0.000063199297	0.000047876621	0.000040873711	
4096	4096	0.000013358777	0.000013714426	0.000013933376	0.000008030291	0.000006078574	0.000005191174	
4194304	4	0.014094087500	0.016277475000	0.016350417500	0.009050127500	0.006688947500	0.005699150000	
512	32768	0.000001888257	0.000001966816	0.000002027215	0.000001223779	0.000000980544	0.000000883752	
524288	32	0.001674049062	0.001906608125	0.001905493125	0.001047207187	0.000762858438	0.000648234062	
64	262144	0.000000463133	0.000000469887	0.000000472769	0.000000370563	0.000000338805	0.000000331039	
65536	256	0.000209327500	0.000216811406	0.000216802344	0.000126463828	0.000095503984	0.000081281680	
8	2097152	0.000000270620	0.000000278244	0.000000278079	0.000000263833	0.000000260891	0.000000259854	
8192	2048	0.000026422456	0.000027398315	0.000027336978	0.000015754536	0.000011894580	0.000010126094	
8388608	2	0.029942435000	0.033396810000	0.033163900000	0.018380430000	0.013721520000	0.011907530000	
